transaction_id,order_id,amount,currency,payment_method,payment_status,customer_id,timestamp
TXN1329,order_593821,999900,INR,netbanking,captured,cust_7078,2026-08-26 03:26:00
TXN1330,order_146784,99900,INR,wallet,captured,cust_2009,2026-08-02 15:46:00
TXN1331,order_799891,19900,INR,upi,captured,cust_4727,2026-07-20 12:09:00
TXN1332,order_538967,999900,INR,emi,captured,cust_7468,2026-07-06 16:30:00
TXN1333,order_893969,999900,INR,card,captured,cust_3067,2026-07-02 18:47:00
TXN1334,order_255061,99900,INR,netbanking,captured,cust_2425,2026-07-04 00:02:00
TXN1335,order_644932,999900,INR,upi,captured,cust_7874,2026-07-12 01:21:00
TXN1336,order_255398,19900,INR,upi,captured,cust_9775,2026-07-26 20:10:00
TXN1337,order_501650,999900,INR,emi,captured,cust_7602,2026-07-24 08:58:00
TXN1338,order_447596,49900,INR,upi,captured,cust_7102,2026-07-15 08:02:00
TXN1339,order_393964,999900,INR,upi,captured,cust_8259,2026-07-07 16:52:00
TXN1340,order_563173,49900,INR,wallet,captured,cust_7126,2026-07-15 08:12:00
TXN1341,order_844037,499900,INR,card,captured,cust_3846,2026-07-13 07:04:00
TXN1342,order_361609,9900,INR,wallet,captured,cust_7035,2026-08-28 12:15:00
TXN1343,order_229890,9900,INR,card,captured,cust_8775,2026-08-08 08:22:00
TXN1344,order_885342,19900,INR,netbanking,captured,cust_4511,2026-08-30 11:57:00
TXN1345,order_316773,99900,INR,wallet,captured,cust_1145,2026-07-30 23:05:00
TXN1346,order_939767,9900,INR,card,captured,cust_5511,2026-08-15 04:09:00
TXN1347,order_581294,99900,INR,card,captured,cust_7506,2026-08-02 14:17:00
TXN1348,order_984247,199900,INR,emi,captured,cust_2771,2026-07-21 04:22:00
TXN1349,order_771712,199900,INR,netbanking,captured,cust_5895,2026-08-15 03:15:00
TXN1350,order_944554,499900,INR,netbanking,captured,cust_9148,2026-07-19 19:14:00
TXN1351,order_872519,9900,INR,emi,captured,cust_4643,2026-07-17 05:08:00
TXN1352,order_414777,29900,INR,emi,captured,cust_5237,2026-08-20 14:54:00
TXN1353,order_193637,49900,INR,netbanking,captured,cust_6428,2026-08-17 00:05:00
TXN1354,order_593393,9900,INR,emi,captured,cust_4187,2026-07-25 04:56:00
TXN1355,order_995735,29900,INR,card,captured,cust_8496,2026-08-19 13:34:00
TXN1356,order_448787,29900,INR,netbanking,captured,cust_4430,2026-07-22 23:00:00
TXN1357,order_235691,499900,INR,wallet,captured,cust_1618,2026-08-06 10:30:00
TXN1358,order_437864,49900,INR,upi,captured,cust_4707,2026-07-19 23:20:00
TXN1359,order_207697,499900,INR,emi,captured,cust_1749,2026-07-25 14:50:00
TXN1360,order_863187,199900,INR,wallet,captured,cust_9031,2026-07-06 02:52:00
TXN1361,order_951452,499900,INR,upi,captured,cust_4460,2026-08-17 16:14:00
TXN1362,order_368214,9900,INR,emi,captured,cust_1323,2026-08-28 02:54:00
TXN1363,order_537020,999900,INR,wallet,captured,cust_3508,2026-08-24 06:44:00
TXN1364,order_541315,19900,INR,emi,captured,cust_7862,2026-08-14 04:22:00
TXN1365,order_747703,19900,INR,netbanking,captured,cust_4272,2026-08-24 20:29:00
TXN1366,order_837606,499900,INR,netbanking,captured,cust_4402,2026-08-21 22:25:00
TXN1367,order_113368,19900,INR,upi,captured,cust_2475,2026-07-09 05:18:00
TXN1368,order_376955,999900,INR,upi,captured,cust_5760,2026-08-25 18:05:00
TXN1369,order_221531,19900,INR,upi,captured,cust_6384,2026-08-31 19:18:00
TXN1370,order_381342,19900,INR,netbanking,captured,cust_7557,2026-07-10 13:49:00
TXN1371,order_780364,29900,INR,upi,captured,cust_3611,2026-08-23 01:14:00
TXN1372,order_811346,999900,INR,card,captured,cust_1472,2026-07-23 11:11:00
TXN1373,order_562094,9900,INR,upi,captured,cust_9598,2026-08-15 03:40:00
TXN1374,order_861949,49900,INR,wallet,captured,cust_3435,2026-08-09 02:17:00
TXN1375,order_264550,999900,INR,wallet,captured,cust_6253,2026-07-07 18:56:00
TXN1376,order_333524,499900,INR,wallet,captured,cust_8341,2026-07-10 16:55:00
TXN1377,order_431414,19900,INR,wallet,captured,cust_7755,2026-07-15 03:59:00
TXN1378,order_480992,9900,INR,card,captured,cust_8751,2026-07-08 09:39:00
TXN1379,order_219562,19900,INR,card,captured,cust_5783,2026-08-31 13:38:00
TXN1380,order_211486,9900,INR,card,captured,cust_7704,2026-07-31 19:08:00
TXN1381,order_305438,49900,INR,upi,captured,cust_4122,2026-07-03 11:47:00
TXN1382,order_978146,19900,INR,wallet,captured,cust_3205,2026-08-02 02:23:00
TXN1383,order_150931,499900,INR,emi,captured,cust_3903,2026-08-01 07:11:00
TXN1384,order_789461,199900,INR,emi,captured,cust_5067,2026-07-06 11:34:00
TXN1385,order_532794,99900,INR,emi,captured,cust_4560,2026-07-07 13:15:00
TXN1386,order_849086,99900,INR,netbanking,captured,cust_3913,2026-07-04 02:52:00
TXN1387,order_603704,499900,INR,emi,captured,cust_2744,2026-08-13 10:09:00
TXN1388,order_802812,9900,INR,card,captured,cust_3399,2026-08-14 18:42:00
TXN1389,order_313910,9900,INR,netbanking,captured,cust_4675,2026-07-10 09:54:00
TXN1390,order_922405,99900,INR,upi,captured,cust_6122,2026-07-03 11:36:00
TXN1391,order_312952,999900,INR,card,captured,cust_7025,2026-07-04 03:15:00
TXN1392,order_408467,999900,INR,card,captured,cust_9418,2026-07-19 21:49:00
TXN1393,order_377075,29900,INR,card,captured,cust_3536,2026-07-25 16:00:00
TXN1394,order_928278,199900,INR,upi,captured,cust_4012,2026-07-12 01:40:00
TXN1395,order_663123,499900,INR,upi,captured,cust_6437,2026-08-09 16:04:00
TXN1396,order_889216,999900,INR,emi,captured,cust_6668,2026-07-10 04:00:00
TXN1397,order_499898,19900,INR,wallet,captured,cust_9468,2026-08-15 06:14:00
TXN1398,order_145981,99900,INR,card,captured,cust_3742,2026-08-11 07:55:00
TXN1399,order_802897,49900,INR,wallet,captured,cust_8130,2026-07-09 20:47:00
TXN1400,order_851690,199900,INR,upi,captured,cust_5127,2026-08-26 21:57:00
TXN1401,order_573039,499900,INR,wallet,captured,cust_9762,2026-08-11 23:36:00
TXN1402,order_748386,19900,INR,emi,captured,cust_9238,2026-08-29 01:06:00
TXN1403,order_190707,99900,INR,wallet,captured,cust_8765,2026-08-07 11:08:00
TXN1404,order_243006,499900,INR,emi,captured,cust_7113,2026-08-13 03:51:00
TXN1405,order_143802,9900,INR,emi,captured,cust_2394,2026-07-24 11:26:00
TXN1406,order_532699,29900,INR,card,captured,cust_4183,2026-08-20 16:21:00
TXN1407,order_803571,9900,INR,emi,captured,cust_2103,2026-08-02 03:25:00
TXN1408,order_708798,999900,INR,netbanking,captured,cust_2639,2026-08-09 19:18:00
TXN1409,order_302897,199900,INR,wallet,captured,cust_3496,2026-08-03 13:21:00
TXN1410,order_276831,9900,INR,netbanking,captured,cust_8145,2026-08-16 16:15:00
TXN1411,order_812591,199900,INR,wallet,captured,cust_8978,2026-08-02 09:38:00
TXN1412,order_966589,29900,INR,emi,captured,cust_2252,2026-08-19 15:14:00
TXN1413,order_762308,9900,INR,emi,captured,cust_1600,2026-07-25 11:11:00
TXN1414,order_595036,29900,INR,netbanking,captured,cust_5767,2026-08-06 16:03:00
TXN1415,order_481540,9900,INR,card,captured,cust_9423,2026-07-08 04:17:00
TXN1416,order_693868,29900,INR,wallet,captured,cust_8989,2026-07-02 12:58:00
TXN1417,order_345386,9900,INR,card,captured,cust_8448,2026-07-29 12:36:00
TXN1418,order_837920,99900,INR,netbanking,captured,cust_7201,2026-07-25 06:24:00
TXN1419,order_494609,49900,INR,emi,captured,cust_8976,2026-08-06 12:08:00
TXN1420,order_106918,29900,INR,wallet,captured,cust_5600,2026-08-21 16:56:00
TXN1421,order_479818,19900,INR,card,captured,cust_8844,2026-08-05 13:14:00
TXN1422,order_355506,9900,INR,card,captured,cust_9399,2026-07-26 05:50:00
TXN1423,order_370804,29900,INR,emi,captured,cust_5644,2026-08-06 04:24:00
TXN1424,order_735988,999900,INR,wallet,captured,cust_3338,2026-08-21 16:07:00
TXN1425,order_859364,199900,INR,wallet,captured,cust_7315,2026-07-24 05:56:00
TXN1426,order_648102,499900,INR,card,captured,cust_1639,2026-07-24 20:49:00
TXN1427,order_236659,9900,INR,wallet,captured,cust_9680,2026-07-29 10:37:00
TXN1428,order_467544,19900,INR,wallet,captured,cust_2373,2026-08-23 15:30:00
TXN1429,order_298202,9900,INR,upi,captured,cust_7144,2026-07-26 07:53:00
TXN1430,order_211760,29900,INR,wallet,captured,cust_9783,2026-07-21 05:44:00
TXN1431,order_388946,499900,INR,card,captured,cust_3928,2026-08-05 06:10:00
TXN1432,order_607259,99900,INR,netbanking,captured,cust_3262,2026-07-26 12:11:00
TXN1433,order_568288,29900,INR,upi,captured,cust_1852,2026-08-18 07:35:00
TXN1434,order_963245,29900,INR,wallet,captured,cust_5310,2026-07-03 04:33:00
TXN1435,order_139589,499900,INR,wallet,captured,cust_1941,2026-07-23 03:27:00
TXN1436,order_111230,49900,INR,emi,captured,cust_9364,2026-08-13 17:58:00
TXN1437,order_350878,9900,INR,card,captured,cust_7474,2026-08-26 15:11:00
TXN1438,order_116112,19900,INR,upi,captured,cust_6703,2026-07-27 14:14:00
TXN1439,order_337288,49900,INR,wallet,captured,cust_3867,2026-07-03 11:24:00
TXN1440,order_175902,99900,INR,netbanking,captured,cust_5222,2026-07-02 20:09:00
TXN1441,order_690525,999900,INR,card,captured,cust_8548,2026-07-14 13:11:00
TXN1442,order_170835,499900,INR,card,captured,cust_7757,2026-07-19 01:46:00
TXN1443,order_360316,99900,INR,upi,captured,cust_2245,2026-08-06 02:13:00
TXN1444,order_429119,199900,INR,card,captured,cust_4115,2026-07-05 05:43:00
TXN1445,order_871153,49900,INR,netbanking,captured,cust_6833,2026-08-18 16:48:00
TXN1446,order_225701,19900,INR,wallet,captured,cust_1692,2026-07-23 23:12:00
TXN1447,order_750817,199900,INR,wallet,captured,cust_3996,2026-07-05 05:05:00
TXN1448,order_234475,9900,INR,emi,captured,cust_1533,2026-07-11 10:30:00
TXN1449,order_832162,999900,INR,netbanking,captured,cust_7216,2026-07-19 00:00:00
TXN1450,order_742544,99900,INR,card,captured,cust_6621,2026-07-27 15:45:00
TXN1451,order_320759,499900,INR,netbanking,captured,cust_3148,2026-08-08 11:43:00
TXN1452,order_383062,49900,INR,emi,captured,cust_3450,2026-08-04 11:48:00
TXN1453,order_541996,999900,INR,card,captured,cust_6172,2026-07-05 03:27:00
TXN1454,order_695417,9900,INR,wallet,captured,cust_5166,2026-08-25 01:50:00
TXN1455,order_450912,99900,INR,netbanking,captured,cust_5222,2026-08-08 06:25:00
TXN1456,order_468145,49900,INR,emi,captured,cust_5663,2026-07-26 03:19:00
TXN1457,order_568640,19900,INR,wallet,captured,cust_3373,2026-07-23 14:31:00
TXN1458,order_542306,499900,INR,upi,captured,cust_6191,2026-08-26 18:39:00
TXN1459,order_775958,499900,INR,netbanking,captured,cust_6950,2026-07-06 09:11:00
TXN1460,order_275445,29900,INR,upi,captured,cust_2311,2026-08-23 00:45:00
TXN1461,order_208013,19900,INR,upi,captured,cust_7504,2026-07-03 08:25:00
TXN1462,order_262816,19900,INR,wallet,captured,cust_8260,2026-08-12 16:45:00
TXN1463,order_979249,29900,INR,upi,captured,cust_6328,2026-08-29 02:38:00
TXN1464,order_666843,99900,INR,emi,captured,cust_8480,2026-08-03 19:16:00
TXN1465,order_338161,19900,INR,wallet,captured,cust_5973,2026-08-12 12:34:00
TXN1466,order_460589,99900,INR,wallet,captured,cust_8816,2026-07-28 23:16:00
TXN1467,order_297731,499900,INR,emi,captured,cust_7385,2026-08-04 11:45:00
TXN1468,order_542750,49900,INR,emi,captured,cust_5454,2026-07-14 04:09:00
TXN1469,order_657783,99900,INR,wallet,captured,cust_2808,2026-08-19 21:49:00
TXN1470,order_834498,999900,INR,card,captured,cust_9764,2026-08-11 23:51:00
TXN1471,order_231113,999900,INR,upi,captured,cust_4558,2026-08-17 21:51:00
TXN1472,order_489438,999900,INR,upi,captured,cust_3393,2026-08-10 21:07:00
TXN1473,order_592984,29900,INR,card,captured,cust_1206,2026-07-05 15:08:00
TXN1474,order_908688,999900,INR,card,captured,cust_2539,2026-07-15 22:48:00
TXN1475,order_427270,199900,INR,card,captured,cust_9534,2026-07-22 00:58:00
TXN1476,order_769536,99900,INR,card,captured,cust_2850,2026-08-08 22:05:00
TXN1477,order_440277,9900,INR,card,captured,cust_4982,2026-07-12 15:23:00
TXN1478,order_921533,999900,INR,emi,captured,cust_3583,2026-08-22 12:11:00
TXN1479,order_454861,9900,INR,upi,captured,cust_2759,2026-08-09 03:51:00
TXN1480,order_432125,199900,INR,wallet,captured,cust_6868,2026-07-16 17:59:00
TXN1481,order_608876,999900,INR,emi,captured,cust_4057,2026-08-13 06:16:00
TXN1482,order_681456,29900,INR,upi,captured,cust_5314,2026-07-29 19:32:00
TXN1483,order_630535,499900,INR,card,captured,cust_4912,2026-07-06 23:21:00
TXN1484,order_166418,499900,INR,card,captured,cust_3525,2026-07-29 02:29:00
TXN1485,order_200932,19900,INR,upi,captured,cust_4310,2026-07-09 19:49:00
TXN1486,order_133362,499900,INR,wallet,captured,cust_1804,2026-07-29 04:16:00
TXN1487,order_852715,19900,INR,upi,captured,cust_2310,2026-07-03 17:19:00
TXN1488,order_879592,499900,INR,netbanking,captured,cust_5355,2026-07-12 01:57:00
TXN1489,order_173807,99900,INR,upi,captured,cust_4784,2026-07-02 17:27:00
TXN1490,order_788784,49900,INR,emi,captured,cust_7802,2026-07-22 18:25:00
TXN1491,order_475351,999900,INR,wallet,captured,cust_7579,2026-07-06 20:50:00
TXN1492,order_430463,199900,INR,netbanking,captured,cust_6299,2026-08-05 03:33:00
TXN1493,order_672130,49900,INR,wallet,captured,cust_6898,2026-07-13 06:01:00
TXN1494,order_100205,9900,INR,netbanking,captured,cust_5945,2026-07-24 23:27:00
TXN1495,order_122755,99900,INR,emi,captured,cust_3534,2026-07-30 06:24:00
TXN1496,order_263690,29900,INR,netbanking,captured,cust_5920,2026-08-08 05:45:00
TXN1497,order_327999,19900,INR,netbanking,captured,cust_2562,2026-07-12 08:49:00
TXN1498,order_500080,19900,INR,upi,captured,cust_8115,2026-07-04 13:38:00
TXN1499,order_784488,9900,INR,wallet,captured,cust_9846,2026-08-28 14:27:00
TXN1500,order_152973,499900,INR,wallet,captured,cust_4638,2026-07-14 04:24:00
TXN1501,order_452497,19900,INR,wallet,captured,cust_5301,2026-07-26 00:57:00
TXN1502,order_604283,49900,INR,wallet,captured,cust_9589,2026-08-06 03:24:00
TXN1503,order_914504,499900,INR,netbanking,captured,cust_7776,2026-07-19 05:55:00
TXN1504,order_436318,199900,INR,emi,captured,cust_6729,2026-07-21 23:11:00
TXN1505,order_147057,49900,INR,card,captured,cust_2405,2026-07-19 12:51:00
TXN1506,order_827497,19900,INR,netbanking,captured,cust_9814,2026-08-03 08:59:00
TXN1507,order_795759,9900,INR,netbanking,captured,cust_5444,2026-08-21 22:42:00
TXN1508,order_507523,99900,INR,netbanking,captured,cust_7332,2026-07-07 20:59:00
TXN1509,order_844162,19900,INR,netbanking,captured,cust_4258,2026-07-31 04:26:00
TXN1510,order_359409,99900,INR,netbanking,captured,cust_6681,2026-07-31 11:13:00
TXN1511,order_389279,9900,INR,netbanking,failed,cust_1482,2026-07-06 11:04:00
TXN1512,order_681896,99900,INR,card,captured,cust_3248,2026-08-22 13:03:00
TXN1513,order_810929,49900,INR,wallet,captured,cust_6118,2026-08-16 05:51:00
TXN1514,order_245308,49900,INR,card,captured,cust_3215,2026-08-12 01:15:00
TXN1515,order_171108,19900,INR,card,captured,cust_6221,2026-08-11 19:14:00
TXN1516,order_564523,99900,INR,card,captured,cust_1429,2026-07-13 17:54:00
TXN1517,order_343461,49900,INR,upi,captured,cust_3196,2026-08-09 21:16:00
TXN1518,order_615318,999900,INR,card,captured,cust_1245,2026-08-21 17:46:00
TXN1519,order_878427,49900,INR,card,captured,cust_8197,2026-08-27 18:01:00
TXN1520,order_358771,499900,INR,wallet,captured,cust_7232,2026-07-13 22:22:00
TXN1521,order_878533,9900,INR,emi,captured,cust_1694,2026-08-25 09:31:00
TXN1522,order_663996,499900,INR,upi,captured,cust_1807,2026-07-27 11:27:00
TXN1523,order_274573,499900,INR,netbanking,captured,cust_3330,2026-07-23 22:16:00
TXN1524,order_624977,19900,INR,card,captured,cust_3216,2026-07-13 05:03:00
TXN1525,order_572788,9900,INR,card,captured,cust_4308,2026-08-02 05:03:00
TXN1526,order_439817,29900,INR,upi,captured,cust_6946,2026-08-26 20:15:00
TXN1527,order_677079,499900,INR,upi,captured,cust_3459,2026-07-13 18:02:00
TXN1528,order_906519,9900,INR,wallet,captured,cust_8311,2026-08-12 14:14:00
TXN1529,order_902575,99900,INR,upi,captured,cust_1094,2026-08-02 08:06:00
TXN1530,order_791505,999900,INR,wallet,captured,cust_1107,2026-08-05 09:55:00
TXN1531,order_749871,49900,INR,upi,captured,cust_1601,2026-08-20 19:57:00
TXN1532,order_706174,99900,INR,netbanking,captured,cust_3920,2026-07-04 21:57:00
TXN1533,order_793029,29900,INR,wallet,captured,cust_2525,2026-07-15 05:37:00
TXN1534,order_960109,19900,INR,wallet,captured,cust_3204,2026-07-09 06:56:00
TXN1535,order_533856,49900,INR,card,captured,cust_9666,2026-07-23 22:54:00
TXN1536,order_822106,99900,INR,wallet,captured,cust_6797,2026-07-24 13:44:00
TXN1537,order_739008,49900,INR,netbanking,captured,cust_2932,2026-08-19 23:53:00
TXN1538,order_147702,199900,INR,netbanking,captured,cust_4296,2026-07-27 03:47:00
TXN1539,order_631302,199900,INR,upi,captured,cust_1477,2026-08-24 02:39:00
TXN1540,order_805139,999900,INR,wallet,captured,cust_3545,2026-07-11 22:19:00
TXN1541,order_878656,9900,INR,emi,captured,cust_9779,2026-08-12 05:14:00
TXN1542,order_818791,199900,INR,netbanking,captured,cust_6556,2026-08-27 19:43:00
TXN1543,order_660226,29900,INR,emi,captured,cust_6050,2026-07-24 11:49:00
TXN1544,order_384685,499900,INR,upi,captured,cust_5958,2026-07-31 16:37:00
TXN1545,order_217683,199900,INR,upi,captured,cust_9290,2026-07-13 17:02:00
TXN1546,order_261562,49900,INR,netbanking,captured,cust_6084,2026-07-03 08:14:00
TXN1547,order_809589,29900,INR,card,captured,cust_9558,2026-07-16 22:31:00
TXN1548,order_820426,19900,INR,netbanking,captured,cust_6119,2026-08-02 22:54:00
TXN1549,order_310297,49900,INR,netbanking,captured,cust_2927,2026-08-14 06:40:00
TXN1550,order_753205,19900,INR,card,captured,cust_3319,2026-07-28 12:25:00
TXN1551,order_174703,99900,INR,emi,captured,cust_3131,2026-07-05 13:26:00
TXN1552,order_502233,9900,INR,upi,captured,cust_8304,2026-08-04 11:49:00
TXN1553,order_957150,49900,INR,emi,captured,cust_8672,2026-08-26 09:24:00
TXN1554,order_775721,999900,INR,wallet,captured,cust_5227,2026-08-17 16:51:00
TXN1555,order_292259,199900,INR,netbanking,captured,cust_2849,2026-08-02 08:59:00
TXN1556,order_395968,199900,INR,emi,captured,cust_2752,2026-07-26 19:28:00
TXN1557,order_533525,49900,INR,emi,captured,cust_7288,2026-08-16 06:50:00
TXN1558,order_694764,199900,INR,emi,captured,cust_2276,2026-07-18 16:49:00
TXN1559,order_725030,999900,INR,netbanking,captured,cust_6046,2026-07-27 20:08:00
TXN1560,order_818807,499900,INR,netbanking,captured,cust_4565,2026-07-31 03:18:00
TXN1561,order_405663,499900,INR,emi,captured,cust_6187,2026-07-26 09:48:00
TXN1562,order_741194,499900,INR,card,captured,cust_9992,2026-07-08 14:57:00
TXN1563,order_960622,199900,INR,upi,captured,cust_8073,2026-07-07 14:05:00
TXN1564,order_501384,499900,INR,wallet,captured,cust_8780,2026-08-04 06:47:00
TXN1565,order_503277,199900,INR,wallet,captured,cust_3200,2026-08-22 14:05:00
TXN1566,order_116470,29900,INR,wallet,captured,cust_7813,2026-07-20 10:52:00
TXN1567,order_288531,999900,INR,emi,captured,cust_6821,2026-08-04 06:08:00
TXN1568,order_107790,999900,INR,card,captured,cust_9948,2026-07-17 07:43:00
TXN1569,order_839122,199900,INR,upi,captured,cust_9624,2026-07-25 08:16:00
TXN1570,order_192742,49900,INR,wallet,captured,cust_2279,2026-07-22 00:18:00
TXN1571,order_916344,9900,INR,wallet,captured,cust_6431,2026-08-02 07:03:00
TXN1572,order_137042,99900,INR,emi,captured,cust_3770,2026-08-15 22:20:00
TXN1573,order_186518,29900,INR,emi,captured,cust_5603,2026-08-27 15:44:00
TXN1574,order_877444,19900,INR,emi,captured,cust_8317,2026-08-20 05:13:00
TXN1575,order_920539,49900,INR,wallet,captured,cust_2382,2026-08-20 07:05:00
TXN1576,order_889327,499900,INR,wallet,captured,cust_3740,2026-08-16 02:32:00
TXN1577,order_982725,199900,INR,upi,captured,cust_1860,2026-07-21 15:12:00
TXN1578,order_518114,999900,INR,netbanking,captured,cust_4828,2026-08-01 00:12:00
TXN1579,order_252200,499900,INR,upi,captured,cust_9687,2026-08-13 09:36:00
TXN1580,order_768387,199900,INR,wallet,captured,cust_5429,2026-07-23 03:06:00
TXN1581,order_786128,499900,INR,wallet,captured,cust_4193,2026-07-13 02:13:00
TXN1582,order_674213,9900,INR,upi,captured,cust_9605,2026-07-09 22:00:00
TXN1583,order_330074,99900,INR,netbanking,captured,cust_1931,2026-08-19 22:59:00
TXN1584,order_227706,19900,INR,upi,captured,cust_4027,2026-07-08 04:52:00
TXN1585,order_408877,999900,INR,upi,failed,cust_7995,2026-07-22 09:01:00
TXN1586,order_825846,199900,INR,netbanking,captured,cust_7271,2026-08-21 21:43:00
TXN1587,order_286572,999900,INR,upi,captured,cust_9061,2026-07-31 17:21:00
TXN1588,order_743790,19900,INR,wallet,captured,cust_2153,2026-07-17 15:54:00
TXN1589,order_621877,29900,INR,upi,captured,cust_3483,2026-07-03 22:18:00
TXN1590,order_103883,999900,INR,wallet,captured,cust_2148,2026-08-04 11:06:00
TXN1591,order_822742,999900,INR,upi,failed,cust_6463,2026-07-26 06:01:00
TXN1592,order_814956,99900,INR,wallet,captured,cust_9759,2026-08-28 03:19:00
TXN1593,order_312987,29900,INR,emi,captured,cust_7391,2026-08-29 11:18:00
TXN1594,order_763529,999900,INR,card,captured,cust_4907,2026-08-23 22:48:00
TXN1595,order_774661,99900,INR,wallet,captured,cust_1918,2026-07-28 09:59:00
TXN1596,order_321960,999900,INR,emi,captured,cust_2180,2026-08-22 00:23:00
TXN1597,order_785592,9900,INR,wallet,captured,cust_3138,2026-07-04 04:58:00
TXN1598,order_740916,29900,INR,emi,captured,cust_4613,2026-08-27 20:53:00
TXN1599,order_453729,499900,INR,netbanking,captured,cust_6268,2026-08-24 02:24:00
TXN1600,order_281873,199900,INR,upi,captured,cust_3753,2026-08-24 15:51:00
TXN1601,order_142675,29900,INR,upi,captured,cust_3584,2026-07-12 03:21:00
TXN1602,order_106658,9900,INR,card,captured,cust_5648,2026-07-03 21:15:00
TXN1603,order_825990,29900,INR,card,captured,cust_7750,2026-08-22 03:43:00
TXN1604,order_825272,9900,INR,emi,captured,cust_2442,2026-08-20 01:29:00
TXN1605,order_104792,49900,INR,card,captured,cust_9842,2026-08-24 07:54:00
TXN1606,order_791354,49900,INR,netbanking,captured,cust_8772,2026-08-28 17:53:00
TXN1607,order_481884,99900,INR,card,captured,cust_8424,2026-08-04 15:39:00
TXN1608,order_155004,29900,INR,card,captured,cust_2160,2026-07-12 23:29:00
TXN1609,order_707924,199900,INR,wallet,captured,cust_4769,2026-08-19 00:17:00
TXN1610,order_348636,499900,INR,card,captured,cust_8936,2026-08-07 16:56:00
TXN1611,order_326665,999900,INR,card,captured,cust_4181,2026-08-07 12:52:00
TXN1612,order_452207,29900,INR,upi,captured,cust_2820,2026-07-18 05:57:00
TXN1613,order_897273,199900,INR,card,captured,cust_3784,2026-07-06 14:22:00
TXN1614,order_612977,49900,INR,emi,captured,cust_8014,2026-08-01 09:43:00
TXN1615,order_707615,49900,INR,emi,captured,cust_1083,2026-07-02 19:02:00
TXN1616,order_593515,9900,INR,wallet,captured,cust_2605,2026-07-29 11:30:00
TXN1617,order_826830,499900,INR,card,captured,cust_2486,2026-08-23 12:42:00
TXN1618,order_581592,9900,INR,wallet,captured,cust_4030,2026-08-02 19:05:00
TXN1619,order_838094,9900,INR,upi,captured,cust_5859,2026-08-07 01:39:00
TXN1620,order_742254,49900,INR,upi,captured,cust_9433,2026-07-23 13:13:00
TXN1621,order_501557,199900,INR,wallet,captured,cust_2097,2026-07-23 22:37:00
TXN1622,order_219073,999900,INR,emi,captured,cust_4693,2026-07-07 01:47:00
TXN1623,order_157105,19900,INR,netbanking,captured,cust_3010,2026-08-09 09:29:00
TXN1624,order_486028,19900,INR,card,captured,cust_3929,2026-07-05 09:55:00
TXN1625,order_389346,19900,INR,card,captured,cust_1371,2026-07-31 19:05:00
TXN1626,order_463541,499900,INR,wallet,captured,cust_2031,2026-07-15 03:59:00
TXN1627,order_706815,199900,INR,netbanking,captured,cust_9986,2026-07-31 05:18:00
TXN1628,order_694806,29900,INR,netbanking,captured,cust_5720,2026-08-21 15:46:00
TXN1629,order_578073,29900,INR,emi,captured,cust_3986,2026-07-03 18:15:00
TXN1630,order_222596,9900,INR,netbanking,captured,cust_4022,2026-07-26 19:32:00
TXN1631,order_460549,29900,INR,netbanking,captured,cust_2990,2026-08-03 06:50:00
TXN1632,order_874368,199900,INR,netbanking,captured,cust_3409,2026-08-01 14:12:00
TXN1633,order_521139,49900,INR,wallet,captured,cust_4197,2026-08-09 21:40:00
TXN1634,order_123643,19900,INR,emi,captured,cust_2431,2026-07-08 09:17:00
TXN1635,order_433193,9900,INR,netbanking,captured,cust_7056,2026-08-06 19:15:00
TXN1636,order_112782,99900,INR,netbanking,captured,cust_2435,2026-08-09 14:32:00
TXN1637,order_402654,29900,INR,wallet,captured,cust_2410,2026-07-16 10:52:00
TXN1638,order_417960,999900,INR,emi,captured,cust_7156,2026-08-10 21:01:00
TXN1639,order_682813,999900,INR,emi,captured,cust_7254,2026-07-14 19:48:00
TXN1640,order_962767,99900,INR,emi,captured,cust_4678,2026-08-12 08:25:00
TXN1641,order_375436,99900,INR,wallet,captured,cust_7834,2026-08-24 03:18:00
TXN1642,order_901865,99900,INR,wallet,captured,cust_8872,2026-08-27 04:13:00
TXN1643,order_819231,999900,INR,upi,captured,cust_5252,2026-08-08 07:14:00
TXN1644,order_253235,199900,INR,wallet,captured,cust_1866,2026-07-06 01:52:00
TXN1645,order_473276,9900,INR,netbanking,captured,cust_9419,2026-08-13 07:20:00
TXN1646,order_670123,199900,INR,netbanking,captured,cust_6939,2026-07-10 02:09:00
TXN1647,order_643341,99900,INR,netbanking,captured,cust_3671,2026-07-13 08:34:00
TXN1648,order_331854,49900,INR,emi,captured,cust_9717,2026-07-23 01:07:00
TXN1649,order_222227,29900,INR,upi,captured,cust_3277,2026-08-01 12:41:00
TXN1650,order_900681,199900,INR,card,captured,cust_2943,2026-07-17 14:59:00
TXN1651,order_249274,49900,INR,netbanking,captured,cust_7960,2026-08-23 17:52:00
TXN1652,order_144582,49900,INR,upi,captured,cust_8685,2026-08-29 02:28:00
TXN1653,order_169465,99900,INR,upi,captured,cust_4365,2026-07-14 20:10:00
TXN1654,order_252627,99900,INR,emi,captured,cust_4962,2026-08-09 12:50:00
TXN1655,order_959398,9900,INR,emi,captured,cust_3814,2026-08-18 01:48:00
TXN1656,order_806242,19900,INR,card,captured,cust_9425,2026-07-09 12:36:00
TXN1657,order_229620,999900,INR,upi,captured,cust_5723,2026-07-29 19:29:00
