transaction_id,ledger_status,credited_amount,credited_date,duplicate_flag,notes
TXN1614,reconciled,49900,2026-08-02,no,
TXN1615,pending,,,no,
TXN1616,pending,9900,,no,awaiting_amount_confirmation
TXN1617,reconciled,499900,2026-08-25,no,
TXN1618,pending,,,no,
TXN1619,reconciled,9900,2026-08-09,no,
TXN1620,reconciled,49900,2026-07-25,yes,possible_duplicate_entry
TXN1620,reconciled,49900,2026-07-25,yes,possible_duplicate_entry
TXN1621,reconciled,199900,2026-07-25,no,
TXN1622,pending,999900,,no,awaiting_amount_confirmation
TXN1623,reconciled,19900,2026-08-11,no,
TXN1624,reconciled,19900,2026-07-07,no,
TXN1625,reconciled,19900,2026-08-03,no,
TXN1626,reconciled,499900,2026-07-16,no,
TXN1627,pending,,,no,
TXN1628,reconciled,29900,2026-08-22,no,
TXN1629,reconciled,29900,2026-07-04,no,
TXN1630,reconciled,9900,2026-07-28,no,
TXN1631,reconciled,29900,2026-08-04,no,
TXN1632,reconciled,199900,2026-08-03,no,
TXN1633,reconciled,49900,2026-08-11,no,
TXN1634,pending,,,no,
TXN1635,pending,,,no,
TXN1637,pending,,,no,
TXN1638,reconciled,999900,2026-08-12,no,
TXN1639,reconciled,999900,2026-07-16,no,
TXN1640,pending,,,no,
TXN1642,reconciled,99900,2026-08-29,no,
TXN1643,pending,,,no,
TXN1644,reconciled,199900,2026-07-08,no,
TXN1645,reconciled,9900,2026-08-14,yes,possible_duplicate_entry
TXN1645,reconciled,9900,2026-08-14,yes,possible_duplicate_entry
TXN1646,reconciled,199900,2026-07-11,no,
TXN1647,reconciled,99900,2026-07-14,no,
TXN1648,reconciled,49900,2026-07-24,yes,possible_duplicate_entry
TXN1648,reconciled,49900,2026-07-24,yes,possible_duplicate_entry
TXN1649,pending,,,no,
TXN1650,pending,,,no,
TXN1651,reconciled,49900,2026-08-25,no,
TXN1652,pending,,,no,
TXN1653,reconciled,99900,2026-07-15,no,
TXN1654,pending,,,no,
TXN1655,reconciled,9900,2026-08-19,no,
TXN1656,reconciled,19900,2026-07-10,no,
TXN1657,pending,999900,,no,awaiting_amount_confirmation
TXN1658,reconciled,999900,2026-07-16,no,
TXN1659,reconciled,19900,2026-07-03,no,
TXN1660,pending,,,no,
TXN1661,reconciled,199900,2026-07-26,no,
TXN1662,pending,499900,,no,awaiting_amount_confirmation
TXN1663,reconciled,9900,2026-07-17,no,
TXN1664,reconciled,19900,2026-07-21,no,
TXN1665,reconciled,199900,2026-07-30,no,
TXN1666,reconciled,499900,2026-08-04,no,
TXN1667,pending,,,no,
TXN1668,reconciled,29900,2026-08-30,no,
TXN1669,pending,9900,,no,awaiting_amount_confirmation
TXN1670,reconciled,199900,2026-07-21,no,
TXN1671,pending,,,no,
TXN1672,pending,,,no,
TXN1673,pending,49900,,no,awaiting_amount_confirmation
TXN1674,reconciled,19900,2026-08-20,no,
TXN1675,pending,,,no,
TXN1676,pending,,,no,
TXN1677,pending,,,no,
TXN1678,pending,999900,,no,awaiting_amount_confirmation
TXN1679,reconciled,29900,2026-07-09,no,
TXN1680,reconciled,99900,2026-08-16,no,
TXN1681,reconciled,99900,2026-08-01,no,
TXN1682,pending,,,no,
TXN1683,reconciled,199900,2026-08-14,yes,possible_duplicate_entry
TXN1683,reconciled,199900,2026-08-14,yes,possible_duplicate_entry
TXN1684,reconciled,19900,2026-07-22,yes,possible_duplicate_entry
TXN1684,reconciled,19900,2026-07-22,yes,possible_duplicate_entry
TXN1685,reconciled,19900,2026-08-12,no,
TXN1686,pending,,,no,
TXN1687,pending,,,no,
TXN1688,pending,,,no,
TXN1689,reconciled,99900,2026-07-07,no,
TXN1690,reconciled,99900,2026-07-06,no,
TXN1691,pending,9900,,no,awaiting_amount_confirmation
TXN1692,reconciled,199900,2026-07-21,no,
TXN1693,reconciled,99900,2026-07-28,no,
TXN1694,pending,,,no,
TXN1696,pending,,,no,
TXN1697,reconciled,99900,2026-08-27,yes,possible_duplicate_entry
TXN1697,reconciled,99900,2026-08-27,yes,possible_duplicate_entry
TXN1698,pending,,,no,
TXN1699,reconciled,49900,2026-07-17,no,
TXN1700,pending,,,no,
TXN1701,reconciled,499900,2026-07-18,no,
TXN1702,reconciled,199900,2026-08-02,yes,possible_duplicate_entry
TXN1702,reconciled,199900,2026-08-02,yes,possible_duplicate_entry
TXN1703,pending,,,no,
TXN1704,reconciled,999900,2026-08-28,no,
TXN1705,reconciled,999900,2026-07-17,no,
TXN1706,pending,,,no,
TXN1707,reconciled,9900,2026-08-23,no,
TXN1708,pending,,,no,
TXN1709,reconciled,99900,2026-07-11,no,
TXN1710,pending,29900,,no,awaiting_amount_confirmation
TXN1711,reconciled,19900,2026-08-25,no,
TXN1713,reconciled,199900,2026-07-17,yes,possible_duplicate_entry
TXN1713,reconciled,199900,2026-07-17,yes,possible_duplicate_entry
TXN1714,reconciled,499900,2026-09-01,no,
TXN1715,reconciled,499900,2026-07-07,no,
TXN1716,reconciled,499900,2026-08-16,no,
TXN1717,reconciled,499900,2026-08-30,no,
TXN1718,pending,,,no,
TXN1719,reconciled,9900,2026-08-30,no,
TXN1720,pending,99900,,no,awaiting_amount_confirmation
TXN1721,pending,,,no,
TXN1722,reconciled,99900,2026-07-06,no,
TXN1723,pending,,,no,
TXN1724,reconciled,499900,2026-08-28,no,
TXN1725,pending,29900,,no,awaiting_amount_confirmation
TXN1726,pending,,,no,
TXN1727,pending,,,no,
TXN1728,pending,,,no,
TXN1729,reconciled,999900,2026-07-19,no,
TXN1730,reconciled,999900,2026-07-03,no,
TXN1731,reconciled,999900,2026-08-05,no,
TXN1732,reconciled,199900,2026-07-13,no,
TXN1733,reconciled,999900,2026-07-13,no,
TXN1734,pending,199900,,no,awaiting_amount_confirmation
TXN1735,reconciled,999900,2026-08-11,no,
TXN1736,pending,19900,,no,awaiting_amount_confirmation
TXN1737,reconciled,999900,2026-08-02,no,
TXN1738,pending,,,no,
TXN1739,pending,29900,,no,awaiting_amount_confirmation
TXN1740,pending,,,no,
TXN1741,reconciled,19900,2026-08-13,no,
TXN1742,pending,29900,,no,awaiting_amount_confirmation
TXN1743,reconciled,199900,2026-09-03,no,
TXN1744,reconciled,499900,2026-07-08,no,
TXN1745,reconciled,99900,2026-08-12,no,
TXN1746,pending,,,no,
TXN1747,reconciled,999900,2026-07-27,no,
TXN1748,reconciled,29900,2026-07-30,no,
TXN1749,reconciled,499900,2026-08-28,no,
TXN1750,reconciled,499900,2026-07-29,no,
TXN1751,reconciled,999900,2026-07-13,no,
TXN1752,pending,,,no,
TXN1753,reconciled,99900,2026-07-31,no,
TXN1754,reconciled,29900,2026-07-14,no,
TXN1756,pending,,,no,
TXN1757,pending,,,no,
TXN1758,reconciled,9900,2026-07-17,no,
TXN1759,reconciled,19900,2026-08-28,no,
TXN1760,pending,19900,,no,awaiting_amount_confirmation
TXN1761,reconciled,999900,2026-08-12,no,
TXN1762,reconciled,19900,2026-08-23,no,
TXN1763,reconciled,29900,2026-07-19,no,
TXN1764,pending,,,no,
TXN1765,pending,,,no,
TXN1766,pending,,,no,
TXN1767,reconciled,999900,2026-07-10,no,
TXN1768,pending,,,no,
TXN1769,pending,,,no,
TXN1770,reconciled,19900,2026-08-28,no,
TXN1771,pending,,,no,
TXN1773,reconciled,29900,2026-07-28,no,
TXN1774,pending,,,no,
TXN1775,reconciled,999900,2026-07-05,no,
TXN1776,reconciled,99900,2026-08-18,no,
TXN1777,reconciled,19900,2026-07-27,no,
TXN1778,reconciled,19900,2026-08-17,no,
TXN1779,reconciled,99900,2026-07-08,yes,possible_duplicate_entry
TXN1779,reconciled,99900,2026-07-08,yes,possible_duplicate_entry
TXN1780,reconciled,999900,2026-08-09,no,
TXN1781,reconciled,49900,2026-08-28,no,
TXN1782,pending,,,no,
TXN1783,reconciled,199900,2026-08-18,no,
TXN1784,reconciled,49900,2026-07-15,no,
TXN1785,pending,9900,,no,awaiting_amount_confirmation
TXN1786,reconciled,9900,2026-08-30,no,
TXN1787,pending,,,no,
TXN1788,pending,,,no,
TXN1789,reconciled,199900,2026-08-02,no,
TXN1790,pending,99900,,no,awaiting_amount_confirmation
TXN1791,pending,,,no,
TXN1792,reconciled,49900,2026-07-15,no,
TXN1794,reconciled,49900,2026-07-25,no,
TXN1795,reconciled,9900,2026-09-02,no,
TXN1796,reconciled,199900,2026-09-01,no,
TXN1797,pending,,,no,
TXN1798,reconciled,499900,2026-08-13,no,
TXN1799,reconciled,499900,2026-08-26,yes,possible_duplicate_entry
TXN1799,reconciled,499900,2026-08-26,yes,possible_duplicate_entry
TXN1800,reconciled,199900,2026-08-06,yes,possible_duplicate_entry
TXN1800,reconciled,199900,2026-08-06,yes,possible_duplicate_entry
TXN1801,reconciled,9900,2026-07-09,no,
TXN1803,reconciled,199900,2026-07-20,yes,possible_duplicate_entry
TXN1803,reconciled,199900,2026-07-20,yes,possible_duplicate_entry
TXN1804,pending,,,no,
TXN1805,pending,,,no,
TXN1806,reconciled,199900,2026-07-28,no,
TXN1807,reconciled,199900,2026-08-12,no,
TXN1808,reconciled,19900,2026-07-04,no,
TXN1809,pending,199900,,no,awaiting_amount_confirmation
TXN1810,pending,,,no,
TXN1811,reconciled,9900,2026-07-22,yes,possible_duplicate_entry
TXN1811,reconciled,9900,2026-07-22,yes,possible_duplicate_entry
TXN1812,pending,,,no,
TXN1813,pending,,,no,
TXN1814,pending,,,no,
TXN1815,pending,,,no,
TXN1816,pending,,,no,
TXN1817,reconciled,29900,2026-07-11,no,
TXN1818,reconciled,49900,2026-07-21,no,
TXN1819,reconciled,29900,2026-08-25,no,
TXN1820,reconciled,99900,2026-07-11,no,
TXN1821,reconciled,9900,2026-08-06,no,
TXN1823,reconciled,29900,2026-07-17,no,
TXN1824,reconciled,99900,2026-08-15,no,
TXN1825,reconciled,199900,2026-08-06,no,
TXN1826,pending,,,no,
TXN1827,reconciled,19900,2026-08-12,no,
TXN1828,reconciled,999900,2026-08-02,no,
TXN1829,reconciled,499900,2026-08-28,no,
TXN1830,reconciled,9900,2026-08-19,no,
TXN1831,reconciled,9900,2026-07-15,no,
TXN1832,pending,,,no,
TXN1833,reconciled,29900,2026-08-31,no,
TXN1834,reconciled,49900,2026-08-27,no,
TXN1835,pending,,,no,
TXN1837,reconciled,19900,2026-08-13,no,
TXN1838,pending,,,no,
TXN1840,reconciled,19900,2026-08-26,no,
TXN1841,pending,,,no,
TXN1842,reconciled,9900,2026-07-09,no,
TXN1843,reconciled,199900,2026-08-04,no,
TXN1844,pending,,,no,
TXN1845,reconciled,999900,2026-08-22,no,
TXN1846,reconciled,49900,2026-07-09,yes,possible_duplicate_entry
TXN1846,reconciled,49900,2026-07-09,yes,possible_duplicate_entry
TXN1847,pending,499900,,no,awaiting_amount_confirmation
TXN1848,reconciled,29900,2026-08-09,no,
TXN1849,reconciled,999900,2026-08-25,no,
TXN1850,reconciled,199900,2026-08-03,no,
TXN1851,reconciled,49900,2026-08-17,no,
TXN1852,reconciled,499900,2026-08-17,yes,possible_duplicate_entry
TXN1852,reconciled,499900,2026-08-17,yes,possible_duplicate_entry
TXN1853,pending,,,no,
TXN1854,reconciled,499900,2026-07-19,no,
TXN1855,pending,499900,,no,awaiting_amount_confirmation
TXN1856,reconciled,499900,2026-09-01,no,
TXN1857,reconciled,29900,2026-08-21,no,
TXN1858,pending,,,no,
TXN1859,reconciled,499900,2026-08-16,no,
TXN1860,reconciled,99900,2026-07-21,no,
TXN1861,pending,,,no,
TXN1863,reconciled,29900,2026-07-27,no,
TXN1864,pending,,,no,
TXN1865,reconciled,999900,2026-07-17,no,
TXN1866,pending,,,no,
TXN1867,reconciled,19900,2026-07-10,no,
TXN1868,reconciled,49900,2026-08-19,yes,possible_duplicate_entry
TXN1868,reconciled,49900,2026-08-19,yes,possible_duplicate_entry
TXN1869,pending,,,no,
TXN1871,reconciled,99900,2026-08-15,no,
TXN1872,reconciled,199900,2026-07-27,no,
TXN1873,pending,,,no,
TXN1874,reconciled,999900,2026-08-23,no,
TXN1876,reconciled,999900,2026-08-02,no,
TXN1877,pending,,,no,
TXN1878,reconciled,999900,2026-07-16,no,
TXN1879,pending,,,no,
TXN1880,reconciled,49900,2026-07-16,no,
TXN1881,reconciled,29900,2026-08-26,no,
TXN1882,reconciled,29900,2026-08-19,no,
TXN1883,pending,,,no,
TXN1884,reconciled,999900,2026-09-02,no,
TXN1885,pending,999900,,no,awaiting_amount_confirmation
TXN1886,pending,,,no,
TXN1887,pending,,,no,
TXN1888,pending,,,no,
TXN1889,reconciled,199900,2026-08-30,no,
TXN1890,reconciled,19900,2026-08-13,no,
TXN1891,reconciled,99900,2026-08-06,no,
TXN1892,reconciled,9900,2026-08-30,no,
TXN1893,reconciled,499900,2026-07-29,no,
TXN1894,pending,,,no,
TXN1896,reconciled,9900,2026-08-19,no,
TXN1897,pending,,,no,
TXN1898,reconciled,499900,2026-08-09,yes,possible_duplicate_entry
TXN1898,reconciled,499900,2026-08-09,yes,possible_duplicate_entry
TXN1899,reconciled,199900,2026-07-08,no,
TXN1900,pending,,,no,
TXN1901,pending,,,no,
TXN1902,pending,499900,,no,awaiting_amount_confirmation
TXN1903,reconciled,19900,2026-08-06,no,
TXN1904,reconciled,9900,2026-07-17,yes,possible_duplicate_entry
TXN1904,reconciled,9900,2026-07-17,yes,possible_duplicate_entry
TXN1906,reconciled,9900,2026-08-05,yes,possible_duplicate_entry
TXN1906,reconciled,9900,2026-08-05,yes,possible_duplicate_entry
TXN1907,reconciled,29900,2026-08-12,no,
TXN1908,reconciled,49900,2026-07-11,no,
TXN1909,reconciled,499900,2026-07-05,yes,possible_duplicate_entry
TXN1909,reconciled,499900,2026-07-05,yes,possible_duplicate_entry
TXN1910,reconciled,999900,2026-08-12,no,
TXN1911,reconciled,29900,2026-08-11,no,
TXN1912,reconciled,999900,2026-08-24,no,
TXN1913,reconciled,99900,2026-08-05,no,
TXN1914,reconciled,49900,2026-08-21,no,
TXN1915,reconciled,49900,2026-07-22,no,
TXN1916,reconciled,499900,2026-08-27,no,
TXN1917,reconciled,9900,2026-08-06,no,
TXN1918,reconciled,499900,2026-07-26,no,
TXN1919,pending,49900,,no,awaiting_amount_confirmation
TXN1920,reconciled,499900,2026-08-16,no,
TXN1921,reconciled,99900,2026-08-19,no,
TXN1922,reconciled,99900,2026-08-15,no,
TXN1924,reconciled,199900,2026-08-27,no,
TXN1925,pending,,,no,
TXN1926,reconciled,19900,2026-07-26,no,
TXN1927,reconciled,49900,2026-07-19,no,
TXN1928,reconciled,19900,2026-08-28,no,
TXN1929,pending,,,no,
TXN1930,pending,,,no,
TXN1931,reconciled,49900,2026-07-21,yes,possible_duplicate_entry
TXN1931,reconciled,49900,2026-07-21,yes,possible_duplicate_entry
TXN1932,reconciled,99900,2026-08-26,no,
TXN1933,reconciled,29900,2026-07-09,no,
TXN1934,reconciled,99900,2026-08-06,no,
TXN1935,pending,,,no,
TXN1936,reconciled,49900,2026-08-19,no,
TXN1937,reconciled,499900,2026-08-23,no,
TXN1939,reconciled,49900,2026-07-05,no,
TXN1940,reconciled,499900,2026-08-31,no,
TXN1941,pending,,,no,
TXN1942,reconciled,999900,2026-08-14,no,
TXN1943,reconciled,99900,2026-07-31,no,
TXN1944,pending,,,no,
TXN1945,reconciled,19900,2026-08-11,no,
TXN1946,reconciled,29900,2026-07-30,no,
TXN1948,reconciled,499900,2026-07-18,no,
TXN1949,reconciled,29900,2026-08-11,no,
TXN1950,reconciled,999900,2026-07-30,no,
TXN1951,reconciled,49900,2026-08-18,no,
TXN1952,reconciled,9900,2026-08-10,no,
TXN1953,pending,,,no,
TXN1954,reconciled,19900,2026-07-11,no,
TXN1955,pending,9900,,no,awaiting_amount_confirmation
TXN1956,reconciled,199900,2026-07-13,no,
TXN1957,pending,,,no,
TXN1958,reconciled,99900,2026-08-06,no,
TXN1959,pending,,,no,
TXN1960,reconciled,499900,2026-08-29,no,
TXN1961,reconciled,199900,2026-08-17,no,
TXN1962,reconciled,49900,2026-08-18,no,
TXN1963,reconciled,199900,2026-08-08,no,
TXN1964,reconciled,19900,2026-08-06,no,
TXN1965,reconciled,9900,2026-08-23,no,
TXN1966,pending,,,no,
TXN1968,reconciled,99900,2026-07-09,no,
TXN1969,reconciled,99900,2026-08-10,no,
TXN1970,reconciled,999900,2026-07-05,no,
TXN1971,pending,,,no,
TXN1972,pending,,,no,
TXN1973,pending,,,no,
TXN1974,reconciled,19900,2026-08-03,no,
TXN1975,reconciled,499900,2026-08-21,no,
TXN1976,reconciled,999900,2026-07-31,no,
TXN1977,reconciled,499900,2026-07-04,no,
TXN1978,reconciled,499900,2026-08-17,no,
TXN1980,reconciled,99900,2026-08-21,no,
TXN1981,reconciled,499900,2026-07-29,no,
TXN1982,pending,999900,,no,awaiting_amount_confirmation
TXN1983,reconciled,49900,2026-07-19,no,
TXN1984,reconciled,9900,2026-07-11,no,
TXN1985,reconciled,499900,2026-08-11,no,
TXN1986,reconciled,29900,2026-07-27,no,
TXN1987,pending,,,no,
TXN1988,reconciled,19900,2026-08-01,no,
TXN1989,reconciled,499900,2026-08-21,no,
TXN1990,pending,,,no,
TXN1991,pending,499900,,no,awaiting_amount_confirmation
TXN1992,pending,,,no,
TXN1993,reconciled,29900,2026-07-06,no,
TXN1994,reconciled,199900,2026-08-28,no,
TXN1995,pending,9900,,no,awaiting_amount_confirmation
TXN1996,reconciled,49900,2026-07-15,no,
TXN1997,reconciled,19900,2026-08-04,no,
TXN1998,reconciled,999900,2026-07-07,no,
TXN2001,reconciled,29900,2026-07-16,no,
TXN2002,reconciled,19900,2026-09-01,no,
TXN2003,pending,,,no,
TXN2005,pending,,,no,
TXN2006,reconciled,499900,2026-08-21,no,
TXN2007,reconciled,99900,2026-07-11,no,
TXN2008,reconciled,49900,2026-08-19,no,
TXN2009,reconciled,199900,2026-08-03,no,
TXN2010,pending,,,no,
TXN2011,reconciled,199900,2026-08-22,no,
TXN2012,reconciled,29900,2026-08-13,no,
TXN2014,reconciled,499900,2026-08-16,no,
TXN2015,reconciled,999900,2026-07-09,no,
TXN2016,pending,,,no,
TXN2017,reconciled,199900,2026-09-01,no,
TXN2018,reconciled,499900,2026-07-19,no,
TXN2019,reconciled,499900,2026-07-23,no,
TXN2020,reconciled,999900,2026-08-29,no,
TXN2021,reconciled,49900,2026-08-29,no,
TXN2022,reconciled,19900,2026-08-20,no,
TXN2023,reconciled,19900,2026-08-18,no,
TXN2024,reconciled,29900,2026-07-03,no,
TXN2025,pending,,,no,
TXN2026,reconciled,19900,2026-08-06,no,
TXN2027,reconciled,19900,2026-07-23,yes,possible_duplicate_entry
TXN2027,reconciled,19900,2026-07-23,yes,possible_duplicate_entry
TXN2028,reconciled,99900,2026-07-25,no,
TXN2029,reconciled,9900,2026-07-28,no,
TXN2030,reconciled,19900,2026-07-17,no,
TXN2031,reconciled,19900,2026-07-31,no,
TXN2032,reconciled,29900,2026-08-12,no,
TXN2033,reconciled,9900,2026-08-11,no,
TXN2034,pending,99900,,no,awaiting_amount_confirmation
TXN2035,reconciled,199900,2026-08-16,no,
TXN2036,pending,,,no,
TXN2038,reconciled,9900,2026-07-27,no,
TXN2039,reconciled,99900,2026-07-07,no,
TXN2040,pending,,,no,
TXN2041,reconciled,199900,2026-08-27,yes,possible_duplicate_entry
TXN2041,reconciled,199900,2026-08-27,yes,possible_duplicate_entry
TXN2042,pending,29900,,no,awaiting_amount_confirmation
TXN2043,pending,,,no,
TXN2044,reconciled,99900,2026-07-21,yes,possible_duplicate_entry
TXN2044,reconciled,99900,2026-07-21,yes,possible_duplicate_entry
TXN2045,reconciled,99900,2026-08-31,no,
TXN2047,pending,,,no,
TXN2048,reconciled,29900,2026-08-05,no,
TXN2049,reconciled,499900,2026-08-31,yes,possible_duplicate_entry
TXN2049,reconciled,499900,2026-08-31,yes,possible_duplicate_entry
TXN2050,pending,,,no,
TXN2051,pending,,,no,
TXN2052,reconciled,19900,2026-07-26,no,
TXN2053,pending,,,no,
TXN2054,reconciled,29900,2026-07-24,no,
TXN2055,reconciled,19900,2026-08-27,no,
TXN2056,pending,,,no,
TXN2057,reconciled,19900,2026-08-23,no,
TXN2058,pending,,,no,
TXN2059,reconciled,499900,2026-08-24,no,
TXN2060,reconciled,999900,2026-07-06,no,
TXN2061,reconciled,49900,2026-07-06,no,
TXN2062,pending,199900,,no,awaiting_amount_confirmation
TXN2063,pending,,,no,
TXN2064,reconciled,199900,2026-07-24,no,
TXN2065,reconciled,199900,2026-07-15,no,
TXN2066,reconciled,19900,2026-07-09,no,
TXN2067,pending,,,no,
TXN2068,reconciled,99900,2026-08-20,no,
TXN2069,reconciled,19900,2026-08-31,no,
TXN2070,pending,,,no,
TXN2071,reconciled,29900,2026-08-04,no,
TXN2072,reconciled,999900,2026-08-30,no,
TXN2073,pending,,,no,
TXN2074,reconciled,19900,2026-08-03,no,
TXN2075,pending,,,no,
TXN2076,pending,,,no,
TXN2077,reconciled,9900,2026-08-31,no,
TXN2078,pending,,,no,
TXN2079,pending,,,no,
TXN2081,reconciled,499900,2026-07-28,no,
TXN2082,pending,,,no,
TXN2083,reconciled,999900,2026-07-22,no,
TXN2084,reconciled,199900,2026-08-15,no,
TXN2085,reconciled,499900,2026-08-01,no,
TXN2086,pending,,,no,
TXN2087,reconciled,9900,2026-08-15,no,
TXN2088,reconciled,499900,2026-08-06,no,
TXN2089,reconciled,9900,2026-07-16,no,
TXN2090,pending,,,no,
TXN2091,pending,,,no,
TXN2092,pending,49900,,no,awaiting_amount_confirmation
TXN2093,pending,,,no,
TXN2094,reconciled,199900,2026-07-10,no,
TXN2095,reconciled,49900,2026-08-29,no,
TXN2096,reconciled,99900,2026-07-08,no,
TXN2097,reconciled,9900,2026-07-20,no,
TXN2098,pending,,,no,
TXN2099,reconciled,999900,2026-08-02,no,
TXN2100,reconciled,29900,2026-08-13,no,
TXN2101,reconciled,29900,2026-08-30,no,
TXN2102,pending,,,no,
TXN2103,reconciled,49900,2026-07-31,no,
TXN2104,pending,,,no,
TXN2105,reconciled,999900,2026-07-18,no,
TXN2106,reconciled,19900,2026-07-22,no,
TXN2107,reconciled,29900,2026-08-18,no,
TXN2108,reconciled,49900,2026-07-08,no,
TXN2109,reconciled,499900,2026-07-21,no,
TXN2110,reconciled,499900,2026-08-17,no,
TXN2111,pending,,,no,
TXN2112,reconciled,29900,2026-07-06,no,
TXN2113,reconciled,29900,2026-07-17,yes,possible_duplicate_entry
TXN2113,reconciled,29900,2026-07-17,yes,possible_duplicate_entry
TXN2114,pending,499900,,no,awaiting_amount_confirmation
TXN2115,reconciled,199900,2026-08-11,no,
TXN2116,reconciled,99900,2026-07-16,no,
TXN2117,reconciled,29900,2026-07-26,no,
TXN2118,reconciled,99900,2026-08-06,no,
TXN2119,reconciled,19900,2026-07-08,no,
TXN2120,reconciled,19900,2026-08-22,no,
TXN2121,pending,,,no,
TXN2122,reconciled,499900,2026-07-20,no,
TXN2123,pending,,,no,
TXN2124,reconciled,49900,2026-08-30,no,
TXN2125,reconciled,29900,2026-07-11,no,
TXN2126,reconciled,19900,2026-08-06,no,
TXN2127,reconciled,19900,2026-07-20,no,
TXN2129,reconciled,499900,2026-07-13,no,
TXN2130,pending,,,no,
TXN2131,reconciled,199900,2026-07-26,yes,possible_duplicate_entry
TXN2131,reconciled,199900,2026-07-26,yes,possible_duplicate_entry
TXN2132,reconciled,19900,2026-07-31,no,
TXN2133,reconciled,199900,2026-08-19,no,
TXN2134,reconciled,499900,2026-08-31,no,
TXN2135,reconciled,499900,2026-08-24,no,
TXN2136,reconciled,499900,2026-09-01,no,
TXN2137,reconciled,99900,2026-08-06,no,
TXN2138,reconciled,999900,2026-08-15,no,
TXN2139,reconciled,49900,2026-08-31,no,
TXN2140,pending,,,no,
TXN2141,reconciled,19900,2026-08-23,yes,possible_duplicate_entry
TXN2141,reconciled,19900,2026-08-23,yes,possible_duplicate_entry
TXN2142,reconciled,999900,2026-07-18,no,
TXN2143,pending,,,no,
TXN2144,reconciled,999900,2026-08-03,no,
TXN2145,reconciled,499900,2026-07-16,no,
TXN2146,reconciled,499900,2026-08-23,no,
TXN2147,reconciled,499900,2026-07-17,no,
TXN2148,reconciled,49900,2026-07-04,no,
TXN2149,reconciled,29900,2026-07-31,no,
TXN2150,pending,,,no,
TXN2151,pending,,,no,
TXN2152,pending,,,no,
TXN2153,pending,,,no,
TXN2154,reconciled,29900,2026-07-27,no,
TXN2155,reconciled,49900,2026-08-27,no,
TXN2156,reconciled,999900,2026-07-21,no,
TXN2157,reconciled,499900,2026-08-10,no,
TXN2158,reconciled,99900,2026-07-10,no,
TXN2159,pending,,,no,
TXN2160,reconciled,9900,2026-08-05,no,
TXN2161,reconciled,9900,2026-07-23,no,
TXN2162,reconciled,9900,2026-07-25,no,
TXN2163,reconciled,29900,2026-07-09,no,
TXN2164,reconciled,99900,2026-07-22,no,
TXN2165,reconciled,499900,2026-07-10,no,
TXN2166,pending,,,no,
TXN2167,reconciled,9900,2026-08-15,no,
TXN2168,pending,,,no,
TXN2169,reconciled,199900,2026-08-27,no,
TXN2170,reconciled,99900,2026-08-16,no,
TXN2171,pending,,,no,
TXN2172,reconciled,29900,2026-07-04,no,
TXN2173,reconciled,99900,2026-08-01,no,
TXN2174,reconciled,29900,2026-08-24,no,
TXN2175,reconciled,999900,2026-08-12,no,
TXN2176,pending,,,no,
TXN2177,reconciled,199900,2026-08-11,no,
TXN2178,reconciled,99900,2026-08-08,no,
TXN2179,pending,199900,,no,awaiting_amount_confirmation
TXN2180,reconciled,49900,2026-08-14,no,
TXN2181,reconciled,199900,2026-08-03,no,
TXN2182,reconciled,999900,2026-07-17,no,
TXN2183,reconciled,499900,2026-08-07,no,
TXN2184,reconciled,9900,2026-07-25,no,
TXN2185,pending,,,no,
TXN2186,reconciled,999900,2026-08-16,no,
TXN2187,reconciled,19900,2026-07-14,no,
TXN2188,reconciled,499900,2026-07-16,no,
TXN2189,reconciled,199900,2026-08-10,no,
TXN2191,pending,,,no,
TXN2192,reconciled,99900,2026-07-29,no,
TXN2193,reconciled,9900,2026-08-25,no,
TXN2195,pending,,,no,
TXN2196,reconciled,199900,2026-08-05,no,
TXN2197,pending,,,no,
TXN2198,reconciled,499900,2026-07-21,no,
TXN2199,reconciled,99900,2026-08-03,no,
TXN2200,pending,,,no,
TXN2201,reconciled,499900,2026-07-05,no,
TXN2202,pending,,,no,
TXN2203,reconciled,19900,2026-07-29,no,
TXN2204,reconciled,999900,2026-08-24,no,
TXN2205,reconciled,999900,2026-08-08,no,
TXN2206,pending,99900,,no,awaiting_amount_confirmation
TXN2208,reconciled,999900,2026-07-06,no,
TXN2209,reconciled,19900,2026-07-26,no,
TXN2210,reconciled,19900,2026-07-27,yes,possible_duplicate_entry
TXN2210,reconciled,19900,2026-07-27,yes,possible_duplicate_entry
TXN2211,pending,199900,,no,awaiting_amount_confirmation
TXN2212,reconciled,49900,2026-08-03,no,
TXN2213,reconciled,999900,2026-07-21,no,
TXN2214,pending,,,no,
TXN2215,reconciled,19900,2026-07-22,no,
TXN2216,reconciled,999900,2026-07-14,no,
TXN2217,reconciled,199900,2026-07-06,no,
TXN2218,reconciled,999900,2026-07-17,no,
TXN2219,reconciled,99900,2026-08-31,no,
TXN2220,pending,,,no,
TXN2221,reconciled,99900,2026-07-17,no,
TXN2222,reconciled,99900,2026-07-28,no,
TXN2223,reconciled,29900,2026-07-10,no,
TXN2224,pending,,,no,
TXN2225,pending,,,no,
TXN2226,reconciled,9900,2026-07-07,no,
TXN2227,pending,,,no,
TXN2228,pending,,,no,
TXN2229,reconciled,29900,2026-07-25,no,
TXN2230,reconciled,49900,2026-07-15,no,
TXN2231,reconciled,19900,2026-08-28,no,
