transaction_id,utr,bank_status,amount_settled,fees,tax,settlement_date,remarks
TXN1466,UTR9620935604,processed,99900,0,0,2026-07-30,
TXN1467,UTR6242404559,processed,499900,0,0,2026-08-06,
TXN1468,,failed,0,0,0,,network_timeout
TXN1469,UTR7948094928,processed,99900,0,0,2026-08-21,
TXN1470,UTR5734228580,processed,999900,0,0,2026-08-12,
TXN1471,UTR7099897373,processed,999900,0,0,2026-08-19,
TXN1472,UTR2685438702,processed,881892,118008,0,2026-08-11,fee_deduction_variance
TXN1473,UTR4069538076,processed,29900,0,0,2026-07-06,
TXN1474,UTR7325737564,processed,999900,0,0,2026-07-16,
TXN1475,,failed,0,0,0,,invalid_account
TXN1476,,pending,,,,,high_volume_queue
TXN1477,UTR5161114352,processed,9900,0,0,2026-07-13,
TXN1478,UTR9982501269,processed,999900,0,0,2026-08-24,
TXN1479,,failed,0,0,0,,invalid_account
TXN1480,,failed,0,0,0,,invalid_account
TXN1481,UTR7306707298,processed,999900,0,0,2026-08-15,
TXN1482,UTR2950254385,processed,29900,0,0,2026-07-31,
TXN1484,UTR8047628706,processed,444267,55633,0,2026-07-31,fee_deduction_variance
TXN1485,UTR3084649514,processed,19900,0,0,2026-07-10,
TXN1486,,pending,,,,,bank_holiday
TXN1487,UTR5555672620,processed,19900,0,0,2026-07-05,
TXN1489,UTR1813726301,processed,99900,0,0,2026-07-04,
TXN1490,,failed,0,0,0,,network_timeout
TXN1491,UTR7871585740,processed,928810,71090,0,2026-07-08,fee_deduction_variance
TXN1493,,failed,0,0,0,,invalid_account
TXN1494,UTR1952996130,processed,9900,0,0,2026-07-25,
TXN1495,UTR5457043482,processed,99900,0,0,2026-07-31,
TXN1496,UTR7745191003,processed,29900,0,0,2026-08-09,
TXN1497,UTR9750444358,processed,19900,0,0,2026-07-14,
TXN1498,UTR4308800114,processed,19900,0,0,2026-07-06,
TXN1499,UTR3996893560,processed,9900,0,0,2026-08-29,
TXN1500,UTR2693601838,processed,499900,0,0,2026-07-16,
TXN1501,UTR3997331061,processed,19900,0,0,2026-07-27,
TXN1502,UTR2040735415,processed,49900,0,0,2026-08-07,
TXN1503,UTR6863779898,processed,499900,0,0,2026-07-21,
TXN1504,UTR3676546979,processed,199900,0,0,2026-07-23,
TXN1505,UTR2235598059,processed,46843,3057,0,2026-07-20,fee_deduction_variance
TXN1506,UTR5373945362,processed,19900,0,0,2026-08-04,
TXN1507,UTR5059502085,processed,9900,0,0,2026-08-22,
TXN1508,UTR9503145548,processed,99900,0,0,2026-07-08,
TXN1509,UTR4060031897,processed,19900,0,0,2026-08-02,
TXN1510,UTR2298481206,processed,99900,0,0,2026-08-02,
TXN1512,UTR8429819540,processed,99900,0,0,2026-08-23,
TXN1513,UTR1565956995,processed,49900,0,0,2026-08-18,
TXN1514,UTR4938966574,processed,49900,0,0,2026-08-14,
TXN1515,UTR9423273485,processed,19900,0,0,2026-08-13,
TXN1516,UTR3630074869,processed,99900,0,0,2026-07-15,
TXN1517,UTR2606143397,processed,46678,3222,0,2026-08-11,fee_deduction_variance
TXN1518,UTR9376036819,processed,999900,0,0,2026-08-23,
TXN1519,UTR8249315123,processed,49900,0,0,2026-08-29,
TXN1520,,failed,0,0,0,,invalid_account
TXN1522,UTR8849572476,processed,442382,57518,0,2026-07-28,fee_deduction_variance
TXN1523,UTR2940028539,processed,499900,0,0,2026-07-25,
TXN1524,,failed,0,0,0,,invalid_account
TXN1525,,failed,0,0,0,,declined_by_bank
TXN1526,UTR5079161918,processed,29900,0,0,2026-08-27,
TXN1527,UTR4731547225,processed,499900,0,0,2026-07-14,
TXN1528,UTR1871241447,processed,9159,741,0,2026-08-14,fee_deduction_variance
TXN1529,UTR2021679756,processed,99900,0,0,2026-08-04,
TXN1530,,pending,,,,,high_volume_queue
TXN1531,,pending,,,,,bank_holiday
TXN1532,UTR8181574001,processed,99900,0,0,2026-07-05,
TXN1533,UTR6681476601,processed,29900,0,0,2026-07-17,
TXN1534,UTR6473585962,processed,19900,0,0,2026-07-10,
TXN1535,,pending,,,,,processing_delay
TXN1536,UTR7432749100,processed,99900,0,0,2026-07-25,
TXN1537,UTR9585583837,processed,49900,0,0,2026-08-20,
TXN1538,UTR5586320975,processed,199900,0,0,2026-07-29,
TXN1539,UTR6128257880,processed,199900,0,0,2026-08-25,
TXN1540,UTR6734252303,processed,999900,0,0,2026-07-13,
TXN1541,,failed,0,0,0,,declined_by_bank
TXN1543,,pending,,,,,high_volume_queue
TXN1544,UTR7550256427,processed,499900,0,0,2026-08-01,
TXN1545,UTR8726754729,processed,199900,0,0,2026-07-14,
TXN1546,UTR4744348135,processed,49900,0,0,2026-07-05,
TXN1547,UTR5312619071,processed,29900,0,0,2026-07-17,
TXN1548,UTR4831693156,processed,19900,0,0,2026-08-03,
TXN1549,UTR2175261501,processed,43309,6591,0,2026-08-16,fee_deduction_variance
TXN1550,UTR3465667475,processed,19900,0,0,2026-07-30,
TXN1551,UTR3901232981,processed,99900,0,0,2026-07-06,
TXN1552,,failed,0,0,0,,invalid_account
TXN1553,UTR7251686413,processed,49900,0,0,2026-08-27,
TXN1555,UTR7350762338,processed,199900,0,0,2026-08-04,
TXN1556,UTR7274839226,processed,199900,0,0,2026-07-28,
TXN1557,UTR2463356163,processed,29940,0,0,2026-08-17,partial_settlement_1
TXN1557,UTR7833164976,processed,19960,0,0,2026-08-17,partial_settlement_2
TXN1558,,pending,,,,,bank_holiday
TXN1559,UTR9888897104,processed,999900,0,0,2026-07-29,
TXN1560,UTR5935846979,processed,499900,0,0,2026-08-01,
TXN1561,UTR9973421080,processed,499900,0,0,2026-07-28,
TXN1562,UTR9593556607,processed,499900,0,0,2026-07-09,
TXN1563,UTR7980242272,processed,199900,0,0,2026-07-09,
TXN1564,,pending,,,,,bank_holiday
TXN1565,,failed,0,0,0,,declined_by_bank
TXN1566,UTR9290622669,processed,29900,0,0,2026-07-22,
TXN1567,UTR6092933720,processed,999900,0,0,2026-08-05,
TXN1568,UTR9752563670,processed,999900,0,0,2026-07-19,
TXN1569,UTR9925949659,processed,199900,0,0,2026-07-27,
TXN1570,UTR3632982968,processed,29940,0,0,2026-07-24,partial_settlement_1
TXN1570,UTR9175836491,processed,19960,0,0,2026-07-24,partial_settlement_2
TXN1571,UTR6560341732,processed,9900,0,0,2026-08-04,
TXN1572,UTR5412211686,processed,99900,0,0,2026-08-16,
TXN1573,UTR8979441020,processed,29900,0,0,2026-08-29,
TXN1574,UTR4469649363,processed,19900,0,0,2026-08-22,
TXN1575,UTR4529276727,processed,49900,0,0,2026-08-21,
TXN1576,,failed,0,0,0,,network_timeout
TXN1578,UTR6970307272,processed,999900,0,0,2026-08-03,
TXN1579,,failed,0,0,0,,declined_by_bank
TXN1580,UTR4445922559,processed,199900,0,0,2026-07-25,
TXN1581,UTR5265825306,processed,499900,0,0,2026-07-15,
TXN1582,UTR8239165449,processed,9900,0,0,2026-07-10,
TXN1583,,pending,,,,,high_volume_queue
TXN1584,UTR3987809626,processed,19900,0,0,2026-07-09,
TXN1586,UTR5552917235,processed,177894,22006,0,2026-08-23,fee_deduction_variance
TXN1587,UTR8596540119,processed,999900,0,0,2026-08-01,
TXN1588,UTR8633175503,processed,19900,0,0,2026-07-19,
TXN1589,UTR9180270075,processed,29900,0,0,2026-07-05,
TXN1590,,failed,0,0,0,,declined_by_bank
TXN1592,UTR8587094479,processed,99900,0,0,2026-08-30,
TXN1593,UTR6837982055,processed,29900,0,0,2026-08-30,
TXN1594,UTR2669743840,processed,999900,0,0,2026-08-25,
TXN1595,UTR5478854313,processed,99900,0,0,2026-07-30,
TXN1596,UTR4158775469,processed,999900,0,0,2026-08-23,
TXN1597,UTR4408903107,processed,9900,0,0,2026-07-05,
TXN1598,UTR4455101626,processed,29900,0,0,2026-08-28,
TXN1599,UTR4282333775,processed,499900,0,0,2026-08-25,
TXN1600,UTR2884035554,processed,183190,16710,0,2026-08-26,fee_deduction_variance
TXN1601,UTR9072936225,processed,29900,0,0,2026-07-13,
TXN1602,,pending,,,,,high_volume_queue
TXN1603,UTR5029064216,processed,29900,0,0,2026-08-23,
TXN1604,,pending,,,,,processing_delay
TXN1605,,pending,,,,,processing_delay
TXN1606,UTR1185180108,processed,43470,6430,0,2026-08-30,fee_deduction_variance
TXN1607,,pending,,,,,bank_holiday
TXN1608,UTR8393369940,processed,29900,0,0,2026-07-13,
TXN1609,UTR2400727238,processed,199900,0,0,2026-08-20,
TXN1610,UTR9119587751,processed,499900,0,0,2026-08-08,
TXN1611,UTR9484947955,processed,999900,0,0,2026-08-09,
TXN1612,UTR7264548783,processed,29900,0,0,2026-07-20,
TXN1613,UTR5666371719,processed,199900,0,0,2026-07-07,
TXN1614,UTR6359395246,processed,49900,0,0,2026-08-02,
TXN1615,,pending,,,,,bank_holiday
TXN1616,UTR9946809956,processed,9003,897,0,2026-07-31,fee_deduction_variance
TXN1617,UTR2309263254,processed,499900,0,0,2026-08-24,
TXN1618,,failed,0,0,0,,network_timeout
TXN1619,UTR8528596672,processed,9900,0,0,2026-08-09,
TXN1620,UTR4813836089,processed,49900,0,0,2026-07-25,
TXN1621,UTR2438512030,processed,199900,0,0,2026-07-24,
TXN1622,UTR8216518899,processed,892236,107664,0,2026-07-09,fee_deduction_variance
TXN1623,UTR6550233140,processed,19900,0,0,2026-08-11,
TXN1624,UTR1330486187,processed,19900,0,0,2026-07-07,
TXN1625,UTR5001713266,processed,19900,0,0,2026-08-02,
TXN1626,UTR8063812593,processed,499900,0,0,2026-07-16,
TXN1627,,failed,0,0,0,,invalid_account
TXN1628,UTR5932075590,processed,29900,0,0,2026-08-22,
TXN1629,UTR1659212199,processed,29900,0,0,2026-07-04,
TXN1630,UTR9738923086,processed,9900,0,0,2026-07-27,
TXN1631,UTR2375325559,processed,29900,0,0,2026-08-04,
TXN1632,UTR1172146239,processed,119940,0,0,2026-08-03,partial_settlement_1
TXN1632,UTR5796946333,processed,79960,0,0,2026-08-03,partial_settlement_2
TXN1633,UTR8589615766,processed,49900,0,0,2026-08-10,
TXN1634,,failed,0,0,0,,declined_by_bank
TXN1636,UTR9558139653,processed,99900,0,0,2026-08-10,
TXN1638,UTR5323395110,processed,599940,0,0,2026-08-11,partial_settlement_1
TXN1638,UTR6468905805,processed,399960,0,0,2026-08-11,partial_settlement_2
TXN1639,UTR7673807624,processed,999900,0,0,2026-07-16,
TXN1640,,failed,0,0,0,,declined_by_bank
TXN1641,UTR2051194393,processed,99900,0,0,2026-08-25,
TXN1642,UTR9024484626,processed,99900,0,0,2026-08-29,
TXN1643,,pending,,,,,high_volume_queue
TXN1644,UTR6846152492,processed,199900,0,0,2026-07-08,
TXN1645,UTR9995846146,processed,9900,0,0,2026-08-14,
TXN1646,UTR1617262027,processed,199900,0,0,2026-07-11,
TXN1647,UTR1935771229,processed,99900,0,0,2026-07-14,
TXN1648,UTR7087455827,processed,49900,0,0,2026-07-24,
TXN1649,,failed,0,0,0,,network_timeout
TXN1650,,failed,0,0,0,,declined_by_bank
TXN1651,UTR1333870589,processed,29940,0,0,2026-08-24,partial_settlement_1
TXN1651,UTR8622245437,processed,19960,0,0,2026-08-24,partial_settlement_2
TXN1652,,pending,,,,,processing_delay
TXN1653,UTR2509825605,processed,99900,0,0,2026-07-15,
TXN1655,UTR8334756553,processed,5940,0,0,2026-08-19,partial_settlement_1
TXN1655,UTR3531370274,processed,3960,0,0,2026-08-19,partial_settlement_2
TXN1656,UTR2750534060,processed,19900,0,0,2026-07-10,
TXN1657,UTR3120480340,processed,859783,140117,0,2026-07-30,fee_deduction_variance
TXN1658,UTR7674017947,processed,599940,0,0,2026-07-16,partial_settlement_1
TXN1658,UTR8968734873,processed,399960,0,0,2026-07-16,partial_settlement_2
TXN1659,UTR6997362444,processed,19900,0,0,2026-07-03,
TXN1660,,failed,0,0,0,,declined_by_bank
TXN1661,UTR7013965794,processed,199900,0,0,2026-07-26,
TXN1662,UTR3135774649,processed,439953,59947,0,2026-07-31,fee_deduction_variance
TXN1663,UTR8212127816,processed,9900,0,0,2026-07-16,
TXN1664,UTR7433427406,processed,19900,0,0,2026-07-21,
TXN1665,UTR6942645060,processed,199900,0,0,2026-07-29,
TXN1666,UTR7405856143,processed,499900,0,0,2026-08-03,
TXN1667,,failed,0,0,0,,invalid_account
TXN1668,UTR6516617218,processed,29900,0,0,2026-08-30,
TXN1669,UTR7133849777,processed,8867,1033,0,2026-07-11,fee_deduction_variance
TXN1670,UTR2309589038,processed,199900,0,0,2026-07-21,
TXN1671,,pending,,,,,processing_delay
TXN1672,,pending,,,,,processing_delay
TXN1673,UTR2872567668,processed,46096,3804,0,2026-08-01,fee_deduction_variance
TXN1674,UTR5114325536,processed,19900,0,0,2026-08-19,
TXN1675,,pending,,,,,processing_delay
TXN1676,,pending,,,,,processing_delay
TXN1677,,failed,0,0,0,,declined_by_bank
TXN1678,UTR6859515077,processed,912581,87319,0,2026-07-04,fee_deduction_variance
TXN1679,UTR8928367839,processed,29900,0,0,2026-07-09,
TXN1680,UTR1644082961,processed,99900,0,0,2026-08-16,
TXN1681,UTR5979406794,processed,99900,0,0,2026-08-01,
TXN1682,,pending,,,,,bank_holiday
TXN1683,UTR4619584847,processed,199900,0,0,2026-08-13,
TXN1684,UTR4799177162,processed,19900,0,0,2026-07-22,
TXN1685,UTR1936338890,processed,19900,0,0,2026-08-12,
TXN1687,,failed,0,0,0,,invalid_account
TXN1688,,pending,,,,,processing_delay
TXN1689,UTR2668470325,processed,99900,0,0,2026-07-07,
TXN1690,UTR8006606505,processed,99900,0,0,2026-07-05,
TXN1691,UTR5580012388,processed,9290,610,0,2026-07-09,fee_deduction_variance
TXN1692,UTR1584511650,processed,199900,0,0,2026-07-20,
TXN1693,UTR8240255629,processed,99900,0,0,2026-07-27,
TXN1694,,pending,,,,,bank_holiday
TXN1695,UTR5072098082,processed,199900,0,0,2026-08-07,
TXN1696,,failed,0,0,0,,invalid_account
TXN1697,UTR8188100401,processed,99900,0,0,2026-08-27,
TXN1698,,failed,0,0,0,,invalid_account
TXN1699,UTR5418546900,processed,49900,0,0,2026-07-17,
TXN1700,,pending,,,,,processing_delay
TXN1701,UTR9999156586,processed,499900,0,0,2026-07-18,
TXN1702,UTR7956377623,processed,199900,0,0,2026-08-02,
TXN1703,,pending,,,,,high_volume_queue
TXN1704,UTR5796800114,processed,999900,0,0,2026-08-28,
TXN1705,UTR7515348075,processed,999900,0,0,2026-07-17,
TXN1707,UTR3125625600,processed,9900,0,0,2026-08-22,
TXN1708,,failed,0,0,0,,invalid_account
TXN1709,UTR5173107724,processed,99900,0,0,2026-07-10,
TXN1710,UTR3923324008,processed,25508,4392,0,2026-07-06,fee_deduction_variance
TXN1711,UTR3826115582,processed,19900,0,0,2026-08-24,
TXN1712,UTR4707754422,processed,999900,0,0,2026-07-03,
TXN1713,UTR7008051512,processed,199900,0,0,2026-07-16,
TXN1714,UTR1662003357,processed,499900,0,0,2026-09-01,
TXN1715,UTR3201828849,processed,499900,0,0,2026-07-07,
TXN1716,UTR3636542070,processed,499900,0,0,2026-08-16,
TXN1717,UTR9292154271,processed,299940,0,0,2026-08-30,partial_settlement_1
TXN1717,UTR5655616139,processed,199960,0,0,2026-08-30,partial_settlement_2
TXN1718,,failed,0,0,0,,network_timeout
TXN1719,UTR5700774530,processed,9900,0,0,2026-08-29,
TXN1720,UTR2988049941,processed,93792,6108,0,2026-08-16,fee_deduction_variance
TXN1721,,failed,0,0,0,,network_timeout
TXN1722,UTR1076945301,processed,99900,0,0,2026-07-05,
TXN1723,,failed,0,0,0,,network_timeout
TXN1724,UTR1115170841,processed,499900,0,0,2026-08-27,
TXN1725,UTR2990397616,processed,26494,3406,0,2026-08-05,fee_deduction_variance
TXN1726,,failed,0,0,0,,declined_by_bank
TXN1728,,pending,,,,,processing_delay
TXN1729,UTR8079395838,processed,999900,0,0,2026-07-18,
TXN1730,UTR5987889148,processed,999900,0,0,2026-07-03,
TXN1731,UTR8350343413,processed,999900,0,0,2026-08-05,
TXN1732,UTR1554465497,processed,199900,0,0,2026-07-13,
TXN1733,UTR5291794286,processed,999900,0,0,2026-07-13,
TXN1734,UTR1973627242,processed,172648,27252,0,2026-08-22,fee_deduction_variance
TXN1735,UTR9359156230,processed,999900,0,0,2026-08-11,
TXN1736,UTR2553225274,processed,18126,1774,0,2026-07-13,fee_deduction_variance
TXN1737,UTR4518268770,processed,999900,0,0,2026-08-02,
TXN1739,UTR1980034265,processed,25958,3942,0,2026-08-15,fee_deduction_variance
TXN1740,,failed,0,0,0,,declined_by_bank
TXN1741,UTR5558971767,processed,11940,0,0,2026-08-12,partial_settlement_1
TXN1741,UTR4260706483,processed,7960,0,0,2026-08-12,partial_settlement_2
TXN1742,UTR9046820375,processed,26919,2981,0,2026-08-30,fee_deduction_variance
TXN1743,UTR8095445250,processed,199900,0,0,2026-09-02,
TXN1744,UTR2219460880,processed,499900,0,0,2026-07-08,
TXN1745,UTR8619949665,processed,99900,0,0,2026-08-12,
TXN1746,,pending,,,,,bank_holiday
TXN1747,UTR6799653841,processed,999900,0,0,2026-07-27,
TXN1748,UTR6846599544,processed,29900,0,0,2026-07-30,
TXN1749,UTR6217459270,processed,499900,0,0,2026-08-28,
TXN1750,UTR8028547105,processed,499900,0,0,2026-07-29,
TXN1751,UTR6208260061,processed,999900,0,0,2026-07-12,
TXN1753,UTR6557607354,processed,99900,0,0,2026-07-31,
TXN1754,UTR1925915326,processed,29900,0,0,2026-07-14,
TXN1755,UTR7756237356,processed,9900,0,0,2026-07-29,
TXN1756,,pending,,,,,processing_delay
TXN1757,,pending,,,,,processing_delay
TXN1758,UTR8333222223,processed,9900,0,0,2026-07-16,
TXN1759,UTR8518591825,processed,19900,0,0,2026-08-27,
TXN1760,UTR6671208652,processed,17117,2783,0,2026-08-22,fee_deduction_variance
TXN1761,UTR6935691971,processed,999900,0,0,2026-08-12,
TXN1762,UTR1726670039,processed,19900,0,0,2026-08-22,
TXN1763,UTR6687472117,processed,29900,0,0,2026-07-18,
TXN1764,,pending,,,,,high_volume_queue
TXN1765,,pending,,,,,bank_holiday
TXN1766,,failed,0,0,0,,invalid_account
TXN1767,UTR9386407362,processed,999900,0,0,2026-07-10,
TXN1768,,pending,,,,,bank_holiday
TXN1769,,pending,,,,,bank_holiday
TXN1770,UTR9067148137,processed,19900,0,0,2026-08-28,
TXN1771,,failed,0,0,0,,network_timeout
TXN1772,UTR7909686474,processed,49900,0,0,2026-07-25,
TXN1773,UTR9922893828,processed,29900,0,0,2026-07-28,
TXN1774,,pending,,,,,high_volume_queue
TXN1775,UTR8340948569,processed,999900,0,0,2026-07-05,
TXN1776,UTR1030646323,processed,99900,0,0,2026-08-18,
TXN1777,UTR9870656334,processed,19900,0,0,2026-07-27,
TXN1778,UTR3911896416,processed,19900,0,0,2026-08-17,
TXN1779,UTR9568917078,processed,99900,0,0,2026-07-08,
TXN1780,UTR7222812754,processed,999900,0,0,2026-08-09,
TXN1781,UTR5113615245,processed,49900,0,0,2026-08-28,
TXN1782,,pending,,,,,processing_delay
TXN1783,UTR8823857581,processed,199900,0,0,2026-08-17,
TXN1784,UTR3486504625,processed,49900,0,0,2026-07-15,
TXN1785,UTR2854734360,processed,8480,1420,0,2026-08-13,fee_deduction_variance
TXN1786,UTR5340522065,processed,9900,0,0,2026-08-30,
TXN1787,,pending,,,,,high_volume_queue
TXN1788,,failed,0,0,0,,network_timeout
TXN1789,UTR4423198820,processed,199900,0,0,2026-08-02,
TXN1790,UTR6767712944,processed,86682,13218,0,2026-08-05,fee_deduction_variance
TXN1792,UTR9431299488,processed,49900,0,0,2026-07-14,
TXN1793,UTR9605813398,processed,499900,0,0,2026-08-23,
TXN1794,UTR6176794336,processed,49900,0,0,2026-07-25,
TXN1795,UTR6542982627,processed,9900,0,0,2026-09-01,
TXN1796,UTR4087380028,processed,199900,0,0,2026-09-01,
TXN1798,UTR3838581316,processed,499900,0,0,2026-08-12,
TXN1799,UTR7582272381,processed,499900,0,0,2026-08-25,
TXN1800,UTR4391253758,processed,199900,0,0,2026-08-06,
TXN1801,UTR4123723470,processed,9900,0,0,2026-07-08,
TXN1802,UTR2994012789,processed,19900,0,0,2026-08-01,
TXN1803,UTR7791145117,processed,199900,0,0,2026-07-20,
TXN1805,,pending,,,,,processing_delay
TXN1806,UTR7232646959,processed,199900,0,0,2026-07-27,
TXN1807,UTR5620905678,processed,199900,0,0,2026-08-12,
TXN1808,UTR3345164087,processed,19900,0,0,2026-07-04,
TXN1809,UTR5286358927,processed,186841,13059,0,2026-08-13,fee_deduction_variance
TXN1811,UTR4217519234,processed,9900,0,0,2026-07-22,
TXN1813,,pending,,,,,high_volume_queue
TXN1814,,failed,0,0,0,,invalid_account
TXN1815,,pending,,,,,bank_holiday
TXN1816,,pending,,,,,bank_holiday
TXN1817,UTR9430997415,processed,29900,0,0,2026-07-11,
TXN1818,UTR6032953124,processed,49900,0,0,2026-07-21,
TXN1819,UTR4718151021,processed,29900,0,0,2026-08-25,
TXN1820,UTR8236315216,processed,99900,0,0,2026-07-11,
TXN1821,UTR9071271723,processed,9900,0,0,2026-08-05,
TXN1822,UTR4650051715,processed,9900,0,0,2026-08-15,
TXN1823,UTR5061696296,processed,29900,0,0,2026-07-17,
TXN1824,UTR2583692176,processed,99900,0,0,2026-08-15,
TXN1825,UTR1114752423,processed,199900,0,0,2026-08-05,
TXN1827,UTR9944478245,processed,19900,0,0,2026-08-12,
TXN1828,UTR6056192729,processed,999900,0,0,2026-08-02,
TXN1829,UTR7187578950,processed,499900,0,0,2026-08-28,
TXN1830,UTR6619209856,processed,9900,0,0,2026-08-19,
TXN1831,UTR4903078968,processed,9900,0,0,2026-07-15,
TXN1833,UTR7621562469,processed,29900,0,0,2026-08-31,
TXN1834,UTR5346426918,processed,49900,0,0,2026-08-27,
TXN1835,,pending,,,,,bank_holiday
TXN1837,UTR8248294618,processed,19900,0,0,2026-08-13,
TXN1838,,pending,,,,,high_volume_queue
TXN1839,UTR8464280728,processed,9900,0,0,2026-08-31,
TXN1840,UTR1162808124,processed,19900,0,0,2026-08-25,
TXN1841,,pending,,,,,high_volume_queue
TXN1842,UTR4090238502,processed,9900,0,0,2026-07-09,
TXN1843,UTR5095943641,processed,199900,0,0,2026-08-04,
TXN1844,,pending,,,,,high_volume_queue
TXN1845,UTR6596774914,processed,999900,0,0,2026-08-22,
TXN1846,UTR2622284281,processed,49900,0,0,2026-07-09,
TXN1847,UTR3307246477,processed,470621,29279,0,2026-07-24,fee_deduction_variance
TXN1848,UTR5603945749,processed,29900,0,0,2026-08-09,
TXN1849,UTR7405744932,processed,999900,0,0,2026-08-24,
TXN1850,UTR4801044279,processed,119940,0,0,2026-08-02,partial_settlement_1
TXN1850,UTR5829594122,processed,79960,0,0,2026-08-02,partial_settlement_2
TXN1851,UTR3991253219,processed,49900,0,0,2026-08-17,
TXN1852,UTR3771686437,processed,499900,0,0,2026-08-17,
TXN1853,,pending,,,,,bank_holiday
TXN1854,UTR7128366328,processed,499900,0,0,2026-07-19,
TXN1855,UTR5907917027,processed,463078,36822,0,2026-08-13,fee_deduction_variance
TXN1856,UTR2850914417,processed,499900,0,0,2026-09-01,
TXN1857,UTR1912995701,processed,29900,0,0,2026-08-21,
TXN1858,,pending,,,,,bank_holiday
TXN1859,UTR4266466941,processed,499900,0,0,2026-08-16,
TXN1860,UTR5326157171,processed,59940,0,0,2026-07-21,partial_settlement_1
TXN1860,UTR8565000642,processed,39960,0,0,2026-07-21,partial_settlement_2
TXN1861,,failed,0,0,0,,declined_by_bank
TXN1862,UTR8294178468,processed,499900,0,0,2026-07-24,
TXN1863,UTR9030957760,processed,29900,0,0,2026-07-26,
TXN1864,,pending,,,,,high_volume_queue
TXN1865,UTR4887816258,processed,999900,0,0,2026-07-17,
TXN1867,UTR9145012813,processed,11940,0,0,2026-07-10,partial_settlement_1
TXN1867,UTR5101913760,processed,7960,0,0,2026-07-10,partial_settlement_2
TXN1868,UTR4074187947,processed,49900,0,0,2026-08-19,
TXN1869,,pending,,,,,high_volume_queue
TXN1870,UTR8972064951,processed,999900,0,0,2026-07-14,
TXN1871,UTR7755292104,processed,99900,0,0,2026-08-14,
TXN1872,UTR8933313957,processed,199900,0,0,2026-07-27,
TXN1873,,pending,,,,,bank_holiday
TXN1874,UTR7878241592,processed,999900,0,0,2026-08-23,
TXN1876,UTR4078487866,processed,599940,0,0,2026-08-02,partial_settlement_1
TXN1876,UTR4159917292,processed,399960,0,0,2026-08-02,partial_settlement_2
TXN1878,UTR2691239817,processed,999900,0,0,2026-07-16,
TXN1879,,pending,,,,,processing_delay
TXN1880,UTR9515634004,processed,49900,0,0,2026-07-16,
TXN1881,UTR8087116099,processed,29900,0,0,2026-08-26,
TXN1882,UTR5099784081,processed,29900,0,0,2026-08-18,
TXN1884,UTR9688833791,processed,999900,0,0,2026-09-01,
TXN1885,UTR7157507702,processed,908012,91888,0,2026-07-20,fee_deduction_variance
TXN1889,UTR7710870125,processed,199900,0,0,2026-08-30,
TXN1890,UTR2291067101,processed,19900,0,0,2026-08-13,
TXN1891,UTR3192968846,processed,99900,0,0,2026-08-05,
TXN1892,UTR6837140423,processed,9900,0,0,2026-08-30,
TXN1893,UTR2958796094,processed,499900,0,0,2026-07-29,
TXN1894,,pending,,,,,high_volume_queue
TXN1896,UTR5578260598,processed,9900,0,0,2026-08-18,
TXN1898,UTR8760139014,processed,499900,0,0,2026-08-09,
TXN1899,UTR6028321870,processed,199900,0,0,2026-07-08,
TXN1901,,failed,0,0,0,,network_timeout
TXN1902,UTR4496203239,processed,441461,58439,0,2026-08-22,fee_deduction_variance
TXN1903,UTR4135124384,processed,19900,0,0,2026-08-06,
TXN1904,UTR5880922736,processed,9900,0,0,2026-07-17,
TXN1905,UTR8514766634,processed,19900,0,0,2026-09-02,
TXN1906,UTR1750821255,processed,9900,0,0,2026-08-04,
TXN1907,UTR5164951786,processed,29900,0,0,2026-08-11,
TXN1908,UTR1915111272,processed,49900,0,0,2026-07-10,
TXN1909,UTR9312541476,processed,499900,0,0,2026-07-04,
TXN1910,UTR1460266142,processed,999900,0,0,2026-08-11,
TXN1911,UTR4859070910,processed,29900,0,0,2026-08-10,
TXN1912,UTR6580386377,processed,999900,0,0,2026-08-24,
TXN1913,UTR8503699096,processed,99900,0,0,2026-08-05,
TXN1914,UTR4869756151,processed,49900,0,0,2026-08-21,
TXN1915,UTR9082125721,processed,49900,0,0,2026-07-21,
TXN1916,UTR3147487660,processed,499900,0,0,2026-08-26,
TXN1917,UTR6507107442,processed,9900,0,0,2026-08-06,
TXN1918,UTR4293069999,processed,499900,0,0,2026-07-25,
TXN1919,UTR1638773733,processed,43544,6356,0,2026-08-20,fee_deduction_variance
TXN1920,UTR5513818912,processed,499900,0,0,2026-08-15,
TXN1921,UTR3765414165,processed,99900,0,0,2026-08-19,
TXN1922,UTR1780617297,processed,99900,0,0,2026-08-15,
TXN1923,UTR6088849062,processed,199900,0,0,2026-08-15,
TXN1924,UTR8774042176,processed,199900,0,0,2026-08-26,
TXN1925,,pending,,,,,bank_holiday
TXN1926,UTR6767702860,processed,19900,0,0,2026-07-26,
TXN1927,UTR6866976974,processed,49900,0,0,2026-07-18,
TXN1928,UTR5155324773,processed,19900,0,0,2026-08-28,
TXN1929,,failed,0,0,0,,declined_by_bank
TXN1930,,pending,,,,,bank_holiday
TXN1931,UTR6406653532,processed,49900,0,0,2026-07-20,
TXN1932,UTR9757827766,processed,99900,0,0,2026-08-26,
TXN1933,UTR9595947379,processed,17940,0,0,2026-07-08,partial_settlement_1
TXN1933,UTR6880283365,processed,11960,0,0,2026-07-08,partial_settlement_2
TXN1934,UTR8833727382,processed,99900,0,0,2026-08-06,
